标题,名称,識別碼,發行日期,長度,導演,製作商,發行商,系列,類別,演員,详情页
NASS-344 7人の熟女たちが味わう悶絶セックス全集,NASS-344 7人の熟女たちが味わう悶絶セックス全集,NASS-344,2015-11-27,186分鐘,,なでしこ,Nadeshiko,,成熟的女人、合集、已婚婦女、出軌,多人,https://www.javbus.com/NASS-344
EMAF-331 美乳美熟女 40人 8時間,EMAF-331 美乳美熟女 40人 8時間,EMAF-331,2015-10-18,480分鐘,清水橋健太,フォーディメンション/エマニエル,フォーディメンション（エマニエル）,,成熟的女人、乳房、4小時以上作品、巨乳、DMM獨家,多人,https://www.javbus.com/EMAF-331
RBB-063 セックスが大好き過ぎて仕方がないドスケベおばさんと気持ち良すぎるドスケベセックス16時間,RBB-063 セックスが大好き過ぎて仕方がないドスケベおばさんと気持ち良すぎるドスケベセックス16時間,RBB-063,2015-10-17,960分鐘,,ROOKIE,ROOKIE,,成熟的女人、合集、花癡、中出、16時間以上作品、DMM獨家,多人,https://www.javbus.com/RBB-063
YLW-4308 夏の疲れに熟女の癒し 美熟女大奉仕4時間,YLW-4308 夏の疲れに熟女の癒し 美熟女大奉仕4時間,YLW-4308,2015-10-10,241分鐘,たくま珍,MellowMoon（メロウムーン）,YellowMoon（イエロームーン）,,成熟的女人、已婚婦女、乳房、4小時以上作品,多人,https://www.javbus.com/YLW-4308
NASS-285 艶っぽい母親たち 成熟した女のふくよかな肉体,NASS-285 艶っぽい母親たち 成熟した女のふくよかな肉体,NASS-285,2015-07-24,184分鐘,,なでしこ,Nadeshiko,,成熟的女人、野外・露出、合集、通姦、故事集、巨乳,多人,https://www.javbus.com/NASS-285
KAGH-023 センズリ鑑賞4時間 チ●ポを見る人妻たちの顔は、SEXしてる時よりもエロい,KAGH-023 センズリ鑑賞4時間 チ●ポを見る人妻たちの顔は、SEXしてる時よりもエロい,KAGH-023,2015-06-25,240分鐘,妻撮りの翁,AFRO-FILM,かぐや姫（AFRO-FILM）,,已婚婦女、4小時以上作品、高畫質、自慰、打手槍,多人,https://www.javbus.com/KAGH-023
RBB-037 往年の熟女たちの淫らな性交 16時間,RBB-037 往年の熟女たちの淫らな性交 16時間,RBB-037,2015-06-13,960分鐘,,ROOKIE,ROOKIE,,成熟的女人、合集、16時間以上作品、DMM獨家,多人,https://www.javbus.com/RBB-037
KAGH-015 WORKER人妻4時間 汗で蒸れた完熟マ●コに勃起棒を生インサ～ト,KAGH-015 WORKER人妻4時間 汗で蒸れた完熟マ●コに勃起棒を生インサ～ト,KAGH-015,2015-04-25,240分鐘,妻撮りの翁,AFRO-FILM,かぐや姫（AFRO-FILM）,,成熟的女人、已婚婦女、中出、4小時以上作品、高畫質,多人,https://www.javbus.com/KAGH-015
NASS-237 狂い咲く 不倫に燃え上がる熟女たち,NASS-237 狂い咲く 不倫に燃え上がる熟女たち,NASS-237,2015-04-24,191分鐘,,なでしこ,Nadeshiko,,成熟的女人、已婚婦女、通姦,多人,https://www.javbus.com/NASS-237
RBB-023 肉棒を包み込む最高の口淫 美熟女の優しく丁寧なフェラチオ16時間,RBB-023 肉棒を包み込む最高の口淫 美熟女の優しく丁寧なフェラチオ16時間,RBB-023,2015-04-16,960分鐘,,ROOKIE,ROOKIE,,成熟的女人、口交、姐姐、新娘、年輕妻子、DMM獨家,多人,https://www.javbus.com/RBB-023
RBB-009 高画質 SEXが大好き過ぎて淫乱な雰囲気ただよう ドスケベ熟女16時間,RBB-009 高画質 SEXが大好き過ぎて淫乱な雰囲気ただよう ドスケベ熟女16時間,RBB-009,2015-02-15,960分鐘,,ROOKIE,ROOKIE,,成熟的女人、潮吹、合集、花癡、高畫質、DMM獨家,多人,https://www.javbus.com/RBB-009
SWAC-016 強制イラマ咽喉270分,SWAC-016 強制イラマ咽喉270分,SWAC-016,2015-01-18,270分鐘,,湘南/妄想族,湘南/妄想族,,口交、深喉、拘束、凌辱、4小時以上作品、DMM獨家,多人,https://www.javbus.com/SWAC-016
EMAF-296 熟女200人抜き放題 8時間,EMAF-296 熟女200人抜き放題 8時間,EMAF-296,2015-01-18,480分鐘,清水橋健太,フォーディメンション/エマニエル,フォーディメンション（エマニエル）,,成熟的女人、合集、DMM獨家,多人,https://www.javbus.com/EMAF-296
DBR-84 2014年下半期RUBY年鑑 Vol.6 旅と温泉に映える熟女たち,DBR-84 2014年下半期RUBY年鑑 Vol.6 旅と温泉に映える熟女たち,DBR-84,2014-12-18,240分鐘,CHIKABUN,ルビー,RUBY,ルビー年鑑,成熟的女人、合集、4小時以上作品、高畫質,多人,https://www.javbus.com/DBR-84
SWAC-013 強制連続発射させられちゃった 4時間,SWAC-013 強制連続発射させられちゃった 4時間,SWAC-013,2014-12-12,240分鐘,,湘南/妄想族,湘南/妄想族,,蕩婦、DMM獨家、打手槍,多人,https://www.javbus.com/SWAC-013
OOMN-123 フェラをしたがる母親達 厳選集,OOMN-123 フェラをしたがる母親達 厳選集,OOMN-123,2014-12-12,240分鐘,,ABC/妄想族,お母さん.com/ABC,フェラをしたがる母親達,成熟的女人、母親、口交、合集、亂倫、DMM獨家,多人,https://www.javbus.com/OOMN-123
RKI-378 思いのママ、気の向くママ、本能のおもむくママに美熟女のほっこり優しいSEX16時間,RKI-378 思いのママ、気の向くママ、本能のおもむくママに美熟女のほっこり優しいSEX16時間,RKI-378,2014-11-15,960分鐘,,ROOKIE,ROOKIE,,成熟的女人、合集、巨乳、DMM獨家,多人,https://www.javbus.com/RKI-378
JFB-078 ムッチリ美女大集合！ハミ出し水着全作品集12時間,JFB-078 ムッチリ美女大集合！ハミ出し水着全作品集12時間,JFB-078,2014-10-25,720分鐘,,Fitch,Fitch,ハミ出し水着（Fitch）,成熟的女人、合集、戀乳癖、數位馬賽克、泳裝、DMM獨家,多人,https://www.javbus.com/JFB-078
SWAC-005 パイズリ50人4時間,SWAC-005 パイズリ50人4時間,SWAC-005,2014-10-13,240分鐘,,湘南/妄想族,湘南/妄想族,,乳交、戀乳癖、巨乳、DMM獨家,多人,https://www.javbus.com/SWAC-005
HKD-74 「もっと奥まで…入れてほしい…」性欲異常な四十路のカラダ！ 甥っ子とご近所少年を喰い乱れ！ 北原夏美,HKD-74 「もっと奥まで…入れてほしい…」性欲異常な四十路のカラダ！ 甥っ子とご近所少年を喰い乱れ！ 北原夏美,HKD-74,2014-10-09,107分鐘,木村浩之,ルビー,聖,「もっと奥まで…入れてほしい…」,成熟的女人、高畫質、正太控、單體作品,北原夏美,https://www.javbus.com/HKD-74
MXSPS-359 魅惑のクイーン50人！ ボンテージだらけのSM（秘）倶楽部スペシャル 10時間,MXSPS-359 魅惑のクイーン50人！ ボンテージだらけのSM（秘）倶楽部スペシャル 10時間,MXSPS-359,2014-09-16,599分鐘,,マキシング,MAXING,魅惑のクイーン13人！ボンテージだらけのSM（秘）倶楽部,SM、合集、性奴、4小時以上作品、緊縛,多人,https://www.javbus.com/MXSPS-359
EMAF-280 母と息子の温泉旅行～日常から解き放された母と息子はドス黒い欲望を剥き出しにして、獣のように本能の赴くまま、昼も夜も、何度も何度も快楽を貪る～,EMAF-280 母と息子の温泉旅行～日常から解き放された母と息子はドス黒い欲望を剥き出しにして、獣のように本能の赴くまま、昼も夜も、何度も何度も快楽を貪る～,EMAF-280,2014-08-29,239分鐘,清水橋健太,フォーディメンション/エマニエル,フォーディメンション（エマニエル）,,成熟的女人、母親、亂倫、DMM獨家,多人,https://www.javbus.com/EMAF-280
BKD-120 母子交尾 ［会津路］ 北原夏美,BKD-120 母子交尾 ［会津路］ 北原夏美,BKD-120,2014-08-28,149分鐘,伊勢風太,ルビー,旅路,母子交尾,成熟的女人、亂倫、中出、高畫質、單體作品,北原夏美,https://www.javbus.com/BKD-120
RLOJ-028 人妻熟女スペシャル40人 4時間,RLOJ-028 人妻熟女スペシャル40人 4時間,RLOJ-028,2014-08-04,241分鐘,,マニアゼロ,乱熟（乱熟）,,成熟的女人、已婚婦女、4小時以上作品,多人,https://www.javbus.com/RLOJ-028
OOMN-107 美熟女着替え 100名,OOMN-107 美熟女着替え 100名,OOMN-107,2014-07-27,239分鐘,,ABC/妄想族,お母さん.com/ABC,,成熟的女人、母親、合集、戀乳癖、巨乳、DMM獨家,多人,https://www.javbus.com/OOMN-107
FABS-041 昭和 心揺さぶる官能ドラマ 母と未亡人の昭和/人妻たちの昭和,FABS-041 昭和 心揺さぶる官能ドラマ 母と未亡人の昭和/人妻たちの昭和,FABS-041,2014-07-20,282分鐘,ヘンリー塚本,FAプロ・プラチナ,FAプレミアム,昭和,成熟的女人、母親、已婚婦女、4小時以上作品、戲劇、故事集、DMM獨家,多人,https://www.javbus.com/FABS-041
FABS-043 昭和 心揺さぶる官能ドラマ 美しき嫁たちの昭和/セックスと女たちの昭和,FABS-043 昭和 心揺さぶる官能ドラマ 美しき嫁たちの昭和/セックスと女たちの昭和,FABS-043,2014-07-20,272分鐘,ヘンリー塚本,FAプロ・プラチナ,FAプレミアム,昭和,成熟的女人、母親、已婚婦女、4小時以上作品、戲劇、故事集、巨乳、DMM獨家,多人,https://www.javbus.com/FABS-043
HYAS-014 熟年近親相姦 100人8時間,HYAS-014 熟年近親相姦 100人8時間,HYAS-014,2014-07-18,484分鐘,,ケイ・エム・プロデュース,100人,100人8時間,成熟的女人、合集、亂倫、中出、4小時以上作品,多人,https://www.javbus.com/HYAS-014
AMRD-012 アモーレ熟女・人妻16作品4時間,AMRD-012 アモーレ熟女・人妻16作品4時間,AMRD-012,2014-07-15,242分鐘,,マニアゼロ,AMORE,,成熟的女人、合集、已婚婦女、4小時以上作品,多人,https://www.javbus.com/AMRD-012
EMAC-051 近親相姦 息子に中出しされた24人の恥母DX 4時間,EMAC-051 近親相姦 息子に中出しされた24人の恥母DX 4時間,EMAC-051,2014-06-29,240分鐘,,DX/エマニエル,DX（エマニエル）,息子に中出しされた12人の恥母,成熟的女人、合集、亂倫、已婚婦女、中出、DMM獨家,多人,https://www.javbus.com/EMAC-051
RLOJ-027 夢の近親相姦！息子の勃起チ○ポに興奮して「赤ちゃんできちゃうから、ダメ！」と言いながら中出しさせてくれる母親たち24人4時間,RLOJ-027 夢の近親相姦！息子の勃起チ○ポに興奮して「赤ちゃんできちゃうから、ダメ！」と言いながら中出しさせてくれる母親たち24人4時間,RLOJ-027,2014-06-15,241分鐘,,マニアゼロ,乱熟（乱熟）,,成熟的女人、合集、亂倫、中出、4小時以上作品,多人,https://www.javbus.com/RLOJ-027
EMAC-050 熟年夫婦15組の秘密スワップパーティで夫の前で他人のチ○ポを咥え、手コキでドピュドピュと発射させた男汁をむしゃぶる肉欲熟女たち,EMAC-050 熟年夫婦15組の秘密スワップパーティで夫の前で他人のチ○ポを咥え、手コキでドピュドピュと発射させた男汁をむしゃぶる肉欲熟女たち,EMAC-050,2014-05-30,240分鐘,,DX/エマニエル,DX（エマニエル）,,成熟的女人、口交、已婚婦女、4小時以上作品、打手槍,多人,https://www.javbus.com/EMAC-050
SENJ-001 こっそり熟女たちが集団でオナニーしながらセンズリを見てイクッ姿に興奮ついでに喰わえて精子をしぼり取る,SENJ-001 こっそり熟女たちが集団でオナニーしながらセンズリを見てイクッ姿に興奮ついでに喰わえて精子をしぼり取る,SENJ-001,2014-05-27,239分鐘,,マニアゼロ,センズリ倶楽部（マニアゼロ）,,成熟的女人、其他戀物癖、4小時以上作品、自慰,北原夏美,https://www.javbus.com/SENJ-001
AST-37 熟尻母30尻［ケツ］4時間30人,AST-37 熟尻母30尻［ケツ］4時間30人,AST-37,2014-05-26,240分鐘,矢野口進,ルビー,Treasure（ルビー）,,成熟的女人、屁股,多人,https://www.javbus.com/AST-37
NASS-133 中年男たちに捧げる熟れた女のおっぱい,NASS-133 中年男たちに捧げる熟れた女のおっぱい,NASS-133,2014-05-23,198分鐘,,なでしこ,Nadeshiko,,成熟的女人、母親、已婚婦女、戲劇、巨乳,多人,https://www.javbus.com/NASS-133
LHJF-852 いやらしい熟女たちがド淫語で鬼コキ！,LHJF-852 いやらしい熟女たちがド淫語で鬼コキ！,LHJF-852,2014-05-13,121分鐘,,マニアゼロ,F’OXY,,成熟的女人、淫語、已婚婦女、打手槍,多人,https://www.javbus.com/LHJF-852
KAGS-051 パンツから取り出した途端、部屋に立ち込めるイカ臭チンポセンズリ鑑賞！あまりの臭さに頭がクラクラして糸引く精子にうっとりする人妻たち,KAGS-051 パンツから取り出した途端、部屋に立ち込めるイカ臭チンポセンズリ鑑賞！あまりの臭さに頭がクラクラして糸引く精子にうっとりする人妻たち,KAGS-051,2014-05-02,139分鐘,石川出水,AFRO-FILM,赫夜姫映像,,獵豔、其他戀物癖、已婚婦女、高畫質,多人,https://www.javbus.com/KAGS-051
KAGS-050 温泉旅行中のS級人妻は癒しを求めてるので確実にヤれる！こっそりゴムを外し、生ザーメンを子宮にブチ撒けられちゃう言いなり美人妻,KAGS-050 温泉旅行中のS級人妻は癒しを求めてるので確実にヤれる！こっそりゴムを外し、生ザーメンを子宮にブチ撒けられちゃう言いなり美人妻,KAGS-050,2014-05-02,140分鐘,石川出水,AFRO-FILM,赫夜姫映像,,和服・喪服、獵豔、已婚婦女、中出、高畫質、立即口交,多人,https://www.javbus.com/KAGS-050
SCF-056 母と息子の近親相姦 88人のママ12時間,SCF-056 母と息子の近親相姦 88人のママ12時間,SCF-056,2014-04-20,724分鐘,,マルクス兄弟,MARXBrothersco.,,亂倫,多人,https://www.javbus.com/SCF-056
AMRC-025 人妻スワッピング～男に飢えた熟女たちのヤリコンパーティー～ 2,AMRC-025 人妻スワッピング～男に飢えた熟女たちのヤリコンパーティー～ 2,AMRC-025,2014-04-15,137分鐘,,マニアゼロ,AMORE,人妻スワッピング～男に飢えた熟女たちのヤリコンパーティー～,成熟的女人、濫交、已婚婦女、打手槍,多人,https://www.javbus.com/AMRC-025
DJSH-032 義母の脱ぎたて汚パンティで亀頭責め手コキ DX4時間,DJSH-032 義母の脱ぎたて汚パンティで亀頭責め手コキ DX4時間,DJSH-032,2014-04-15,244分鐘,,ジャネス,艶女,義母の脱ぎたて汚パンティで亀頭責め手コキ,4小時以上作品、婆婆、打手槍,多人,https://www.javbus.com/DJSH-032
